dataset,target,seed,backend,train_seconds,final_train_loss,final_val_loss,n_test_predictions,mape_overall,mae_us_overall,r2_overall,mape_avg,mape_p50,mape_p90,mape_p95,mape_p99
mawi_pcaps,delay,1,cpu,2040.35,88.0457992553711,87.78245544433594,247483,87.33583688735962,243.41577955055982,-0.15856205594042616,83.15699100494385,81.06240630149841,88.99770975112915,90.43723940849304,93.02483201026917
mawi_pcaps,delay,2,cpu,1946.9,87.45240020751953,87.66069793701172,247483,87.20521330833435,243.1524044368416,-0.15794750087353315,83.4978699684143,80.87642788887024,88.61017227172852,90.5538260936737,92.4877941608429
mawi_pcaps,jitter,1,cpu,1935.91,97.69808197021484,96.95750427246094,247452,96.81611061096191,39.27225407096557,-0.9793706369992894,95.31378746032715,89.98433947563171,99.36637878417969,99.4388997554779,99.9769926071167
mawi_pcaps,jitter,2,cpu,2010.02,95.47683715820312,94.20834350585938,247452,94.01715397834778,38.55112663586624,-0.9312263263190148,91.87391996383667,85.14065742492676,96.53104543685913,98.4104871749878,98.1296956539154
trex_multiburst,delay,1,cpu,1571.9,110.46895599365234,109.84661102294922,175028,111.11534833908081,150.06113972049206,-32.63011829463833,122.54276275634766,123.63334894180298,108.15565586090088,104.21204566955566,97.03295826911926
trex_multiburst,delay,2,cpu,1609.87,110.0555648803711,110.16828155517578,175028,111.46504878997803,150.55123367346823,-32.838252059658075,122.71584272384644,124.05604124069214,108.59770774841309,104.37817573547363,97.57745862007141
trex_multiburst,jitter,1,cpu,1640.35,94.56350708007812,92.91437530517578,174242,92.87832379341125,16.4632892847294,-2.928305905526873,84.201580286026,89.04377818107605,95.88378667831421,96.3349997997284,98.92755150794983
trex_multiburst,jitter,2,cpu,1598.19,92.7388687133789,91.07870483398438,174242,91.04993343353271,16.08221464266535,-2.730475515155505,87.65876889228821,84.386146068573,92.34893918037415,96.14684581756592,94.7089672088623
