global_step,epoch,step_in_epoch,sample_idx,loss,running_mean_loss,lr
0,0,0,1675,100.0011978149414,100.0011978149414,0.0010000000474974513
1,0,1,177,99.99769592285156,99.99916076660156,0.0010000000474974513
2,0,2,1151,99.96077728271484,99.98807525634766,0.0010000000474974513
3,0,3,1642,99.99649047851562,99.99053192138672,0.0010000000474974513
4,0,4,1087,99.9943618774414,99.99156188964844,0.0010000000474974513
5,0,5,1817,99.99484252929688,99.99185943603516,0.0010000000474974513
6,0,6,1457,99.99263763427734,99.99201202392578,0.0010000000474974513
7,0,7,1923,99.99080657958984,99.9918441772461,0.0010000000474974513
8,0,8,1548,99.9900894165039,99.99164581298828,0.0010000000474974513
9,0,9,1363,99.98910522460938,99.99139404296875,0.0010000000474974513
10,0,10,1092,99.97769927978516,99.98970794677734,0.0010000000474974513
11,0,11,1523,99.98748779296875,99.98961639404297,0.0010000000474974513
12,0,12,1648,99.98745727539062,99.98948669433594,0.0010000000474974513
13,0,13,1686,99.98595428466797,99.98912811279297,0.0010000000474974513
14,0,14,1794,99.98392486572266,99.98876190185547,0.0010000000474974513
15,0,15,1596,99.98152160644531,99.98841857910156,0.0010000000474974513
16,0,16,1118,99.97749328613281,99.98772430419922,0.0010000000474974513
17,0,17,1098,99.97998809814453,99.98738861083984,0.0010000000474974513
18,0,18,1846,99.97578430175781,99.98672485351562,0.0010000000474974513
19,0,19,1586,99.97508239746094,99.98588562011719,0.0010000000474974513
20,0,20,1259,99.97559356689453,99.98551940917969,0.0010000000474974513
21,0,21,1313,99.97322845458984,99.9847640991211,0.0010000000474974513
22,0,22,1355,99.97550201416016,99.98434448242188,0.0010000000474974513
23,0,23,1383,99.97176361083984,99.98393249511719,0.0010000000474974513
24,0,24,1779,99.9649887084961,99.98287963867188,0.0010000000474974513
25,0,25,178,99.9715805053711,99.98243713378906,0.0010000000474974513
26,0,26,1900,99.96853637695312,99.98217010498047,0.0010000000474974513
27,0,27,1762,99.95970153808594,99.98131561279297,0.0010000000474974513
28,0,28,1918,99.95986938476562,99.98027038574219,0.0010000000474974513
29,0,29,1439,99.9576416015625,99.979248046875,0.0010000000474974513
30,0,30,1858,99.9610824584961,99.97865295410156,0.0010000000474974513
31,0,31,1127,99.95721435546875,99.97814178466797,0.0010000000474974513
32,0,32,1132,99.95301055908203,99.97734069824219,0.0010000000474974513
33,0,33,1769,99.95105743408203,99.97626495361328,0.0010000000474974513
34,0,34,1714,99.92807006835938,99.97489166259766,0.0010000000474974513
35,0,35,2060,99.956787109375,99.97441864013672,0.0010000000474974513
36,0,36,1902,99.94850158691406,99.97371673583984,0.0010000000474974513
37,0,37,1373,99.94660949707031,99.97313690185547,0.0010000000474974513
38,0,38,2144,99.938232421875,99.97268676757812,0.0010000000474974513
39,0,39,1627,99.9385757446289,99.97181701660156,0.0010000000474974513
40,0,40,1506,99.94316864013672,99.97148132324219,0.0010000000474974513
41,0,41,1365,99.94383239746094,99.97114562988281,0.0010000000474974513
42,0,42,1128,99.93196868896484,99.97015380859375,0.0010000000474974513
43,0,43,1502,99.91365814208984,99.96831512451172,0.0010000000474974513
44,0,44,1844,99.92733001708984,99.9679183959961,0.0010000000474974513
45,0,45,1181,99.9170913696289,99.96675872802734,0.0010000000474974513
46,0,46,2071,99.92997741699219,99.96620178222656,0.0010000000474974513
47,0,47,1615,99.91282653808594,99.96502685546875,0.0010000000474974513
48,0,48,1394,99.91339111328125,99.9639663696289,0.0010000000474974513
49,0,49,1751,99.9121322631836,99.9631576538086,0.0010000000474974513
50,1,0,1393,99.88414001464844,99.88414001464844,0.0010000000474974513
51,1,1,1111,99.896240234375,99.89021301269531,0.0010000000474974513
52,1,2,2075,99.9151840209961,99.89688873291016,0.0010000000474974513
53,1,3,1126,99.881103515625,99.89157104492188,0.0010000000474974513
54,1,4,1580,99.86024475097656,99.88681030273438,0.0010000000474974513
55,1,5,1693,99.86932373046875,99.8829345703125,0.0010000000474974513
56,1,6,1848,99.86827087402344,99.88026428222656,0.0010000000474974513
57,1,7,1361,99.88983154296875,99.88079833984375,0.0010000000474974513
58,1,8,1540,99.83441162109375,99.87808990478516,0.0010000000474974513
59,1,9,2113,99.88691711425781,99.87905883789062,0.0010000000474974513
60,1,10,1099,99.83384704589844,99.87335205078125,0.0010000000474974513
61,1,11,1577,99.85205841064453,99.87154388427734,0.0010000000474974513
62,1,12,1173,99.86595916748047,99.8713150024414,0.0010000000474974513
63,1,13,2098,99.83354949951172,99.86937713623047,0.0010000000474974513
64,1,14,1823,99.80448150634766,99.86309051513672,0.0010000000474974513
65,1,15,1541,99.84249114990234,99.86247253417969,0.0010000000474974513
66,1,16,1682,99.83842468261719,99.86103820800781,0.0010000000474974513
67,1,17,1311,99.82894134521484,99.85848236083984,0.0010000000474974513
68,1,18,1083,99.81717681884766,99.85553741455078,0.0010000000474974513
69,1,19,1109,99.79081726074219,99.85126495361328,0.0010000000474974513
70,1,20,1514,99.80918884277344,99.85025787353516,0.0010000000474974513
71,1,21,1434,99.7998275756836,99.84797668457031,0.0010000000474974513
72,1,22,1093,99.77395629882812,99.84359741210938,0.0010000000474974513
73,1,23,2328,99.78618621826172,99.8417739868164,0.0010000000474974513
74,1,24,2196,99.73748016357422,99.83984375,0.0010000000474974513
75,1,25,1617,99.72250366210938,99.8337173461914,0.0010000000474974513
76,1,26,1839,99.76922607421875,99.83250427246094,0.0010000000474974513
77,1,27,1343,99.68959045410156,99.83000183105469,0.0010000000474974513
78,1,28,2205,99.75403594970703,99.82707214355469,0.0010000000474974513
79,1,29,1344,99.71452331542969,99.822998046875,0.0010000000474974513
80,1,30,1324,99.70288848876953,99.8175048828125,0.0010000000474974513
81,1,31,1333,99.69429016113281,99.81342315673828,0.0010000000474974513
82,1,32,1737,99.68061065673828,99.80786895751953,0.0010000000474974513
83,1,33,2066,99.68810272216797,99.8029556274414,0.0010000000474974513
84,1,34,1306,99.67219543457031,99.79780578613281,0.0010000000474974513
85,1,35,2099,99.74319458007812,99.79666900634766,0.0010000000474974513
86,1,36,1896,99.67018127441406,99.79310607910156,0.0010000000474974513
87,1,37,1699,99.63191986083984,99.79000854492188,0.0010000000474974513
88,1,38,1602,99.62959289550781,99.78871154785156,0.0010000000474974513
89,1,39,1482,99.69889831542969,99.78756713867188,0.0010000000474974513
90,1,40,2163,99.68456268310547,99.78478240966797,0.0010000000474974513
91,1,41,1161,99.64833068847656,99.78318786621094,0.0010000000474974513
92,1,42,2184,99.65162658691406,99.7809829711914,0.0010000000474974513
93,1,43,2073,99.69160461425781,99.77994537353516,0.0010000000474974513
94,1,44,1838,99.55585479736328,99.77448272705078,0.0010000000474974513
95,1,45,2050,99.56167602539062,99.7708511352539,0.0010000000474974513
96,1,46,1263,99.55901336669922,99.76582336425781,0.0010000000474974513
97,1,47,1484,99.54161834716797,99.76056671142578,0.0010000000474974513
98,1,48,1463,99.58705139160156,99.75890350341797,0.0010000000474974513
99,1,49,2191,99.57077026367188,99.7558822631836,0.0010000000474974513
