global_step,epoch,step_in_epoch,sample_idx,loss,running_mean_loss,lr
0,0,0,172,87.48945617675781,87.48945617675781,0.0010000000474974513
1,0,1,192,90.86767578125,89.0716552734375,0.0010000000474974513
2,0,2,29,87.1272964477539,88.26828002929688,0.0010000000474974513
3,0,3,167,87.65139770507812,88.12158203125,0.0010000000474974513
4,0,4,2,87.6156005859375,88.00143432617188,0.0010000000474974513
5,0,5,225,89.18415069580078,88.19740295410156,0.0010000000474974513
6,0,6,100,87.80191802978516,88.14543151855469,0.0010000000474974513
7,0,7,256,89.86640930175781,88.40200805664062,0.0010000000474974513
8,0,8,130,89.36359405517578,88.49871063232422,0.0010000000474974513
9,0,9,75,89.12899780273438,88.54098510742188,0.0010000000474974513
10,0,10,7,88.02650451660156,88.48560333251953,0.0010000000474974513
11,0,11,122,84.9096450805664,88.34850311279297,0.0010000000474974513
12,0,12,170,90.08631134033203,88.472412109375,0.0010000000474974513
13,0,13,178,85.22343444824219,88.36070251464844,0.0010000000474974513
14,0,14,213,85.02832794189453,88.13630676269531,0.0010000000474974513
15,0,15,154,90.67878723144531,88.26406860351562,0.0010000000474974513
16,0,16,19,91.45922088623047,88.42574310302734,0.0010000000474974513
17,0,17,11,87.2055435180664,88.35746002197266,0.0010000000474974513
18,0,18,235,85.11671447753906,88.27975463867188,0.0010000000474974513
19,0,19,153,87.75081634521484,88.2517318725586,0.0010000000474974513
20,0,20,42,90.93925476074219,88.38397979736328,0.0010000000474974513
21,0,21,52,87.63355255126953,88.33833312988281,0.0010000000474974513
22,0,22,70,90.74459838867188,88.4144515991211,0.0010000000474974513
23,0,23,84,91.37586975097656,88.55015563964844,0.0010000000474974513
24,0,24,208,89.22828674316406,88.57660675048828,0.0010000000474974513
25,0,25,193,86.8885269165039,88.4886245727539,0.0010000000474974513
26,0,26,245,89.08935546875,88.50469970703125,0.0010000000474974513
27,0,27,200,87.35083770751953,88.44993591308594,0.0010000000474974513
28,0,28,254,85.75818634033203,88.3541030883789,0.0010000000474974513
29,0,29,94,87.72537231445312,88.34054565429688,0.0010000000474974513
30,0,30,237,91.18915557861328,88.40969848632812,0.0010000000474974513
31,0,31,25,90.54095458984375,88.5005111694336,0.0010000000474974513
32,0,32,27,90.63507080078125,88.58318328857422,0.0010000000474974513
33,0,33,205,84.02693176269531,88.51631164550781,0.0010000000474974513
34,0,34,186,83.43868255615234,88.44286346435547,0.0010000000474974513
35,0,35,276,91.34463500976562,88.54237365722656,0.0010000000474974513
36,0,36,248,87.19078826904297,88.49413299560547,0.0010000000474974513
37,0,37,82,86.69386291503906,88.43096160888672,0.0010000000474974513
38,0,38,296,89.06898498535156,88.44316864013672,0.0010000000474974513
39,0,39,165,88.58148193359375,88.44677734375,0.0010000000474974513
40,0,40,118,87.97472381591797,88.43477630615234,0.0010000000474974513
41,0,41,77,87.5270767211914,88.405029296875,0.0010000000474974513
