global_step,epoch,step_in_epoch,sample_idx,loss,running_mean_loss,lr
0,0,0,1675,100.0011978149414,100.0011978149414,0.0010000000474974513
1,0,1,177,99.99768829345703,99.99915313720703,0.0010000000474974513
2,0,2,1151,99.96160125732422,99.98831176757812,0.0010000000474974513
3,0,3,1642,99.99845886230469,99.99127197265625,0.0010000000474974513
4,0,4,1087,100.00035858154297,99.99372100830078,0.0010000000474974513
5,0,5,1817,99.99632263183594,99.99394989013672,0.0010000000474974513
6,0,6,1457,99.99956512451172,99.9951171875,0.0010000000474974513
7,0,7,1923,99.99954223632812,99.9957275390625,0.0010000000474974513
8,0,8,1548,99.99840545654297,99.99603271484375,0.0010000000474974513
9,0,9,1363,99.99959564208984,99.99637603759766,0.0010000000474974513
10,0,10,1092,99.98828887939453,99.99537658691406,0.0010000000474974513
11,0,11,1523,99.99823760986328,99.9955062866211,0.0010000000474974513
12,0,12,1648,99.9974136352539,99.99562072753906,0.0010000000474974513
13,0,13,1686,99.9947280883789,99.99552917480469,0.0010000000474974513
14,0,14,1794,99.99600219726562,99.99555969238281,0.0010000000474974513
15,0,15,1596,99.99485778808594,99.99552917480469,0.0010000000474974513
16,0,16,1118,99.99334716796875,99.99539184570312,0.0010000000474974513
17,0,17,1098,99.99413299560547,99.9953384399414,0.0010000000474974513
18,0,18,1846,99.99284362792969,99.99519348144531,0.0010000000474974513
19,0,19,1586,99.99248504638672,99.99500274658203,0.0010000000474974513
20,0,20,1259,99.99276733398438,99.99491882324219,0.0010000000474974513
21,0,21,1313,99.99174499511719,99.9947280883789,0.0010000000474974513
22,0,22,1355,99.99217987060547,99.9946060180664,0.0010000000474974513
23,0,23,1383,99.990966796875,99.99449157714844,0.0010000000474974513
24,0,24,1779,99.98834991455078,99.994140625,0.0010000000474974513
25,0,25,178,99.99010467529297,99.99398803710938,0.0010000000474974513
26,0,26,1900,99.98993682861328,99.99391174316406,0.0010000000474974513
27,0,27,1762,99.9852523803711,99.99357604980469,0.0010000000474974513
28,0,28,1918,99.98534393310547,99.99317932128906,0.0010000000474974513
29,0,29,1439,99.98451232910156,99.99278259277344,0.0010000000474974513
30,0,30,1858,99.9852523803711,99.9925308227539,0.0010000000474974513
31,0,31,1127,99.9834213256836,99.99231719970703,0.0010000000474974513
32,0,32,1132,99.98115539550781,99.99195861816406,0.0010000000474974513
33,0,33,1769,99.98027801513672,99.99148559570312,0.0010000000474974513
34,0,34,1714,99.95240020751953,99.99036407470703,0.0010000000474974513
35,0,35,2060,99.9819564819336,99.99015045166016,0.0010000000474974513
36,0,36,1902,99.97804260253906,99.98982238769531,0.0010000000474974513
37,0,37,1373,99.97799682617188,99.98956298828125,0.0010000000474974513
38,0,38,2144,99.97399139404297,99.98936462402344,0.0010000000474974513
39,0,39,1627,99.97328186035156,99.98895263671875,0.0010000000474974513
40,0,40,1506,99.97589111328125,99.98880004882812,0.0010000000474974513
41,0,41,1365,99.974853515625,99.9886245727539,0.0010000000474974513
42,0,42,1128,99.9693603515625,99.98814392089844,0.0010000000474974513
43,0,43,1502,99.95291900634766,99.98699951171875,0.0010000000474974513
44,0,44,1844,99.96776580810547,99.98680877685547,0.0010000000474974513
45,0,45,1181,99.96176147460938,99.98623657226562,0.0010000000474974513
46,0,46,2071,99.96796417236328,99.98595428466797,0.0010000000474974513
47,0,47,1615,99.9590835571289,99.98536682128906,0.0010000000474974513
48,0,48,1394,99.95924377441406,99.98482513427734,0.0010000000474974513
49,0,49,1751,99.95822143554688,99.98441314697266,0.0010000000474974513
50,1,0,1393,99.94145202636719,99.94145202636719,0.0010000000474974513
51,1,1,1111,99.94910430908203,99.94529724121094,0.0010000000474974513
52,1,2,2075,99.95860290527344,99.9488525390625,0.0010000000474974513
53,1,3,1126,99.94064331054688,99.94608306884766,0.0010000000474974513
54,1,4,1580,99.93063354492188,99.94373321533203,0.0010000000474974513
55,1,5,1693,99.93357849121094,99.94148254394531,0.0010000000474974513
