dataset,target,seed,backend,train_seconds,final_train_loss,final_val_loss,n_test_predictions,mape_overall,mae_us_overall,r2_overall,mape_avg,mape_p50,mape_p90,mape_p95,mape_p99
trex_multiburst,delay,1,cpu,75692.89,7.914785861968994,8.120821952819824,175028,5.074520781636238,6.702066912112059,0.7282364604664073,4.848148301243782,5.064843222498894,4.747705161571503,5.006621778011322,5.705280974507332
trex_multiburst,jitter,1,cpu,250497.42,11.150304794311523,11.638433456420898,174242,11.749638617038727,1.8812467033058056,0.8871277072299265,10.90240404009819,13.954626023769379,11.103558540344238,10.984042286872864,11.80356964468956
