global_step,epoch,step_in_epoch,sample_idx,loss,running_mean_loss,lr,seconds
0,0,0,1675,100.0004653930664,100.0004653930664,0.001,5.7543909549713135
1,0,1,177,100.00159454345703,100.00112375213865,0.001,4.420311212539673
2,0,2,1151,99.96514892578125,99.99073554912613,0.001,5.828379392623901
3,0,3,1642,100.0005874633789,99.99360892126099,0.001,5.5731892585754395
4,0,4,1087,100.00072479248047,99.99552279430543,0.001,5.975656270980835
5,0,5,1817,99.9956283569336,99.9955324452103,0.001,5.230083227157593
6,0,6,1457,100.00137329101562,99.99674121505932,0.001,5.455413103103638
7,0,7,1923,99.99813842773438,99.99693499294453,0.001,4.988590717315674
8,0,8,1548,99.99767303466797,99.99701927120525,0.001,7.3412909507751465
9,0,9,1363,99.99576568603516,99.99689833424391,0.001,4.517377853393555
10,0,10,1092,99.9871597290039,99.99569855340901,0.001,7.692251443862915
11,0,11,1523,99.9925308227539,99.99556116232849,0.001,3.9140496253967285
12,0,12,1648,99.99606323242188,99.99559178016119,0.001,4.798903703689575
13,0,13,1686,99.99675750732422,99.9957107706931,0.001,7.479049921035767
14,0,14,1794,99.99585723876953,99.99572104992329,0.001,5.217566251754761
15,0,15,1596,99.99675750732422,99.99577019688314,0.001,5.423351526260376
16,0,16,1118,99.99559783935547,99.99575925549506,0.001,6.271514654159546
17,0,17,1098,99.99715423583984,99.99581954752153,0.001,4.540812015533447
18,0,18,1846,99.99617004394531,99.99583950000775,0.001,6.875027894973755
19,0,19,1586,99.99563598632812,99.99582491717088,0.001,5.932070016860962
20,0,20,1259,99.99393463134766,99.99575688708659,0.001,5.556186676025391
21,0,21,1313,99.99484252929688,99.9957009221052,0.001,7.719662427902222
22,0,22,1355,99.99458312988281,99.99564988773723,0.001,4.668543577194214
23,0,23,1383,99.99382781982422,99.99559090564145,0.001,6.400452613830566
24,0,24,1779,99.99248504638672,99.99541728255055,0.001,5.542423725128174
25,0,25,178,99.99290466308594,99.99531956972912,0.001,5.4284303188323975
26,0,26,1900,99.98919677734375,99.99520368541155,0.001,6.1031858921051025
27,0,27,1762,99.99044036865234,99.99502226878687,0.001,4.888096809387207
28,0,28,1918,99.99028015136719,99.9947921478701,0.001,7.819985866546631
29,0,29,1439,99.99089050292969,99.99461507181955,0.001,6.2152745723724365
30,0,30,1858,99.9923324584961,99.99454017524073,0.001,5.445259094238281
31,0,31,1127,99.99091339111328,99.99445353735098,0.001,5.808294057846069
32,0,32,1132,99.98979187011719,99.99430482791679,0.001,5.171723365783691
33,0,33,1769,99.98783111572266,99.9940398128319,0.001,7.765177488327026
34,0,34,1714,99.95865631103516,99.9930299064074,0.001,4.5832200050354
35,0,35,2060,99.98936462402344,99.99293532664628,0.001,4.8012096881866455
36,0,36,1902,99.986572265625,99.99276279941418,0.001,6.52226996421814
37,0,37,1373,99.98644256591797,99.9926267431633,0.001,4.531242847442627
38,0,38,2144,99.98503112792969,99.99252990992552,0.001,3.8712425231933594
39,0,39,1627,99.98504638671875,99.99233885085692,0.001,6.765548944473267
40,0,40,1506,99.98621368408203,99.99226672717964,0.001,3.4967710971832275
41,0,41,1365,99.98634338378906,99.99219417473365,0.001,3.8559587001800537
42,0,42,1128,99.98542022705078,99.99202432788742,0.001,6.724688529968262
