global_step,epoch,step_in_epoch,sample_idx,loss,running_mean_loss,lr,seconds
0,0,0,1675,101.82331848144531,101.82331848144531,0.001,6.326533079147339
1,0,1,177,110.025634765625,106.60214160677626,0.001,10.365323781967163
2,0,2,1151,111.09075927734375,107.89941474054913,0.001,6.389053106307983
3,0,3,1642,120.26822662353516,111.52155582094932,0.001,9.655823945999146
4,0,4,1087,107.58521270751953,110.41910719155682,0.001,11.225471258163452
5,0,5,1817,104.40790557861328,109.88014709475974,0.001,5.897751331329346
6,0,6,1457,110.68634796142578,110.04501855236313,0.001,10.887921810150146
7,0,7,1923,116.30158233642578,110.90025582299124,0.001,8.797209978103638
8,0,8,1548,108.34333801269531,110.60913584875682,0.001,8.492133378982544
9,0,9,1363,98.48898315429688,109.32776527703734,0.001,8.354450225830078
10,0,10,1092,99.32833099365234,108.08797116599668,0.001,9.982898473739624
11,0,11,1523,133.05050659179688,109.14688648881473,0.001,8.03879165649414
12,0,12,1648,116.24046325683594,109.56938325740278,0.001,7.416740417480469
13,0,13,1686,125.99034118652344,111.21313383277327,0.001,10.541017293930054
14,0,14,1794,99.2832260131836,110.3917486949425,0.001,9.754250288009644
15,0,15,1596,110.4888916015625,110.39627505395674,0.001,8.202521800994873
16,0,16,1118,110.43073272705078,110.39842417992485,0.001,10.067914247512817
17,0,17,1098,122.38455200195312,110.91648431268206,0.001,7.206268072128296
18,0,18,1846,108.75599670410156,110.7953660679586,0.001,10.409118413925171
19,0,19,1586,104.19078826904297,110.32899417362968,0.001,10.92850399017334
20,0,20,1259,111.39299011230469,110.36671876081587,0.001,6.975770950317383
21,0,21,1313,95.84788513183594,109.48388971481008,0.001,10.987069129943848
22,0,22,1355,107.41719055175781,109.38951402608046,0.001,7.841838836669922
23,0,23,1383,112.85919952392578,109.50022057451028,0.001,8.577443599700928
24,0,24,1779,127.14949798583984,110.47560716089858,0.001,10.371551752090454
25,0,25,178,119.05366516113281,110.80996000900954,0.001,8.485155582427979
26,0,26,1900,136.85609436035156,111.30800508516266,0.001,8.170798301696777
27,0,27,1762,113.74515533447266,111.39965368935489,0.001,6.627081394195557
28,0,28,1918,104.54393768310547,111.0707743549471,0.001,11.27281141281128
29,0,29,1439,112.33265686035156,111.12768550338063,0.001,8.366353511810303
30,0,30,1858,118.31298065185547,111.36327548946797,0.001,6.899113655090332
31,0,31,1127,112.58827209472656,111.39217939397592,0.001,6.376553058624268
32,0,32,1132,111.8519287109375,111.40680754373328,0.001,6.703585863113403
33,0,33,1769,110.86981201171875,111.38506437094645,0.001,5.801527261734009
34,0,34,1714,110.27439880371094,111.35342627565775,0.001,6.083166122436523
35,0,35,2060,107.98922729492188,111.25742506445563,0.001,5.537328720092773
36,0,36,1902,99.42990112304688,110.93051722136194,0.001,4.935820579528809
37,0,37,1373,98.0118179321289,110.65639715578932,0.001,6.282198667526245
38,0,38,2144,110.66046905517578,110.65644834472351,0.001,4.386712074279785
39,0,39,1627,114.14866638183594,110.7479005308846,0.001,6.387208700180054
40,0,40,1506,108.76164245605469,110.72486274899279,0.001,4.719678163528442
41,0,41,1365,126.49153137207031,110.91578520321394,0.001,3.638645887374878
42,0,42,1128,107.80889129638672,110.83886554028506,0.001,5.648945331573486
43,0,43,1502,112.01118469238281,110.8768075599943,0.001,8.031118631362915
44,0,44,1844,114.13520812988281,110.90948915807242,0.001,4.0763537883758545
45,0,45,1181,120.5969009399414,111.1285336168937,0.001,6.369027853012085
46,0,46,2071,112.82382202148438,111.15591070415933,0.001,4.574753522872925
47,0,47,1615,117.4054946899414,111.29225621843302,0.001,4.595452070236206
48,0,48,1394,102.52069091796875,111.10105843241938,0.001,6.867414712905884
49,0,49,1751,118.09813690185547,111.20856586778079,0.001,4.811634302139282
50,1,0,1393,112.481201171875,112.481201171875,0.001,6.783884525299072
51,1,1,1111,109.82913970947266,111.161083621192,0.001,5.243589878082275
52,1,2,2075,112.38443756103516,111.47866085113891,0.001,7.5596559047698975
53,1,3,1126,115.18234252929688,112.70401590511108,0.001,5.63810658454895
54,1,4,1580,104.63320922851562,111.49420018425037,0.001,7.448052167892456
55,1,5,1693,99.34952545166016,108.8417484019731,0.001,6.061809301376343
56,1,6,1848,102.76008605957031,107.74520140145339,0.001,7.449358224868774
57,1,7,1361,102.95158386230469,107.4563884432482,0.001,3.905395984649658
58,1,8,1540,107.08490753173828,107.43511535087411,0.001,4.593612432479858
59,1,9,2113,115.41484832763672,108.29619325626878,0.001,6.525022029876709
60,1,10,1099,110.19393157958984,108.5326761660403,0.001,5.79158353805542
61,1,11,1577,116.92229461669922,109.2449099333311,0.001,5.610875606536865
62,1,12,1173,114.84722137451172,109.46479434661227,0.001,6.069453716278076
63,1,13,2098,112.70552062988281,109.6302315488403,0.001,4.822257995605469
64,1,14,1823,106.37593078613281,109.31820592968394,0.001,6.881423234939575
65,1,15,1541,123.10588073730469,109.72596527947513,0.001,4.910369634628296
66,1,16,1682,108.72476959228516,109.66216551864325,0.001,4.932394027709961
67,1,17,1311,107.39305877685547,109.48448078668127,0.001,7.43048095703125
68,1,18,1083,121.10877227783203,110.3111877635897,0.001,5.932879686355591
69,1,19,1109,101.38093566894531,109.72395437546909,0.001,7.986255407333374
70,1,20,1514,114.56097412109375,109.837986102282,0.001,4.722609758377075
71,1,21,1434,113.811767578125,110.0205922176878,0.001,5.515834808349609
72,1,22,1093,104.56521606445312,109.70068702794121,0.001,8.38967490196228
73,1,23,2328,111.4487533569336,109.75555165864414,0.001,4.81216835975647
74,1,24,2196,122.07440185546875,109.98071603909983,0.001,4.015210866928101
75,1,25,1617,109.57329559326172,109.95952813658639,0.001,6.784010648727417
76,1,26,1839,123.27357482910156,110.20584720789908,0.001,3.7033562660217285
77,1,27,1343,114.03349304199219,110.2722694796066,0.001,4.5479817390441895
78,1,28,2205,112.15769958496094,110.34412543634886,0.001,6.168156623840332
79,1,29,1344,99.20372009277344,109.94520262636323,0.001,4.794615030288696
80,1,30,1324,105.11492156982422,109.72498722002437,0.001,7.333050012588501
81,1,31,1333,103.9915542602539,109.5334532017672,0.001,5.21772575378418
82,1,32,1737,106.56913757324219,109.41061521453902,0.001,5.940573215484619
83,1,33,2066,107.2025146484375,109.32086839020931,0.001,8.12032437324524
84,1,34,1306,97.10845184326172,108.84273152766268,0.001,5.853655815124512
85,1,35,2099,113.56481170654297,108.94046041002144,0.001,6.586335182189941
86,1,36,1896,106.30509948730469,108.86708178544383,0.001,5.602966070175171
87,1,37,1699,121.60874938964844,109.11110008979442,0.001,5.895843744277954
88,1,38,1602,100.69872283935547,109.03888809546767,0.001,4.298136472702026
89,1,39,1482,121.13014221191406,109.19196839470588,0.001,3.7648751735687256
90,1,40,2163,110.7892837524414,109.23491181441645,0.001,5.203156232833862
91,1,41,1161,117.68540954589844,109.33298949721146,0.001,4.901549577713013
92,1,42,2184,120.16229248046875,109.53143222203555,0.001,4.176663160324097
93,1,43,2073,118.53669738769531,109.6348756870791,0.001,3.6813440322875977
94,1,44,1838,119.36241149902344,109.86928135920388,0.001,7.18701171875
95,1,45,2050,106.90892791748047,109.81924800201512,0.001,4.444611072540283
96,1,46,1263,110.99759674072266,109.84694798813332,0.001,4.962799072265625
97,1,47,1484,119.46232604980469,110.07020123906949,0.001,6.478955268859863
98,1,48,1463,104.88920593261719,110.02126023033273,0.001,3.2477047443389893
99,1,49,2191,109.44501495361328,110.01183431948654,0.001,4.628144979476929
100,2,0,2007,111.00101470947266,111.00101470947266,0.001,4.779859304428101
101,2,1,1903,111.27859497070312,111.11595420918954,0.001,5.204243421554565
102,2,2,2460,110.89236450195312,111.06701434263451,0.001,5.705513954162598
103,2,3,2166,113.47893524169922,111.66141475005091,0.001,4.436233043670654
104,2,4,1440,101.46586608886719,109.07808067430399,0.001,5.896191596984863
105,2,5,2455,114.30155181884766,109.66275005855944,0.001,5.107569217681885
106,2,6,1473,107.20028686523438,109.35444098432919,0.001,4.610650300979614
107,2,7,2172,95.1982192993164,106.95064143186804,0.001,6.365481376647949
108,2,8,2008,137.9503936767578,109.0091976514373,0.001,4.516172885894775
109,2,9,1569,105.91905212402344,108.59006484575558,0.001,4.727796316146851
110,2,10,2482,115.25682067871094,109.61359695943715,0.001,7.258023500442505
111,2,11,1717,125.23466491699219,110.4094246193283,0.001,3.606700897216797
112,2,12,1527,103.03670501708984,109.69317159781497,0.001,4.690936088562012
113,2,13,2293,112.09199523925781,109.91138167932706,0.001,6.7131712436676025
114,2,14,1090,111.68347930908203,110.01577112123668,0.001,4.722570419311523
115,2,15,1735,113.1062240600586,110.13517608793218,0.001,3.7386937141418457
116,2,16,2499,117.8913803100586,110.55726340981775,0.001,6.059154748916626
117,2,17,1636,102.85310363769531,109.84655303872795,0.001,5.8477818965911865
118,2,18,1495,120.61686706542969,110.54486602943695,0.001,5.512162923812866
119,2,19,2282,101.30123138427734,110.26994438252713,0.001,5.289464235305786
120,2,20,1819,95.99120330810547,109.85330144410882,0.001,3.4413440227508545
121,2,21,2422,97.89595794677734,109.5165859316374,0.001,3.5787606239318848
122,2,22,2064,108.92491149902344,109.48322726858326,0.001,6.64237380027771
123,2,23,2325,114.52238464355469,109.74992320627145,0.001,5.114770412445068
124,2,24,1777,114.99539947509766,110.00932821047623,0.001,4.498972654342651
125,2,25,1470,113.46142578125,110.17019961721402,0.001,7.148935556411743
126,2,26,1649,97.63558197021484,109.59651682491479,0.001,4.7472639083862305
127,2,27,1460,108.3714599609375,109.55767315299121,0.001,5.1203391551971436
128,2,28,2202,108.77820587158203,109.51400780675851,0.001,6.869373559951782
129,2,29,1097,115.99449920654297,109.6368470384059,0.001,3.5200507640838623
130,2,30,2505,110.74320983886719,109.65846217433676,0.001,3.743014335632324
131,2,31,2101,113.35618591308594,109.84785825975986,0.001,8.055547714233398
132,2,32,2095,109.47643280029297,109.83023669368215,0.001,5.6343834400177
133,2,33,2272,112.38118743896484,109.9194389674229,0.001,7.536064624786377
134,2,34,2398,103.65782928466797,109.64267983078611,0.001,5.6793036460876465
135,2,35,1310,106.66363525390625,109.51479652900792,0.001,7.549737930297852
136,2,36,2538,114.64983367919922,109.59209602482491,0.001,3.930870771408081
137,2,37,1120,95.75975799560547,109.30158032862462,0.001,4.543725252151489
138,2,38,1862,105.38438415527344,109.24475584892696,0.001,5.294085741043091
139,2,39,2462,111.35327911376953,109.32804202766599,0.001,6.119500160217285
140,2,40,2181,132.14105224609375,109.64226121181619,0.001,3.4092509746551514
141,2,41,1088,102.69373321533203,109.45153457619992,0.001,6.233473062515259
142,2,42,274,106.95822143554688,109.38461108067115,0.001,5.119585990905762
143,2,43,2494,110.01820373535156,109.40130558619994,0.001,4.8402099609375
144,2,44,2040,122.42337799072266,109.85221301744157,0.001,7.782122611999512
145,2,45,1397,95.04564666748047,109.35716874185157,0.001,5.66617226600647
146,2,46,2452,112.0141372680664,109.42141595730303,0.001,6.67888617515564
147,2,47,2179,98.42147064208984,109.23211026199779,0.001,4.566204309463501
148,2,48,2583,108.56884765625,109.21659650327996,0.001,4.74685263633728
149,2,49,1250,102.47831726074219,109.14378292338624,0.001,5.665014028549194
150,3,0,2343,116.68067932128906,116.68067932128906,0.001,5.770611524581909
151,3,1,2450,120.86215209960938,119.11358653435778,0.001,5.857391595840454
152,3,2,266,119.30321502685547,119.1973852355585,0.001,5.647931098937988
153,3,3,1264,116.67054748535156,118.8477257426318,0.001,5.627692222595215
154,3,4,2590,128.55068969726562,120.44747677741692,0.001,4.515063285827637
155,3,5,1532,109.71217346191406,117.87265256333289,0.001,7.443931341171265
156,3,6,2601,115.5195083618164,117.42154758492777,0.001,7.828853130340576
157,3,7,2498,127.09616088867188,118.33517163291306,0.001,4.7085864543914795
158,3,8,2251,120.5026626586914,118.52653689034678,0.001,6.734487056732178
159,3,9,1089,111.93724060058594,117.61358400524588,0.001,5.688446998596191
160,3,10,1806,104.38800048828125,115.99941674463425,0.001,7.668947696685791
161,3,11,2399,106.61544799804688,115.64732506066251,0.001,3.912822961807251
162,3,12,2513,101.01741790771484,115.062445856965,0.001,3.6145286560058594
163,3,13,2476,119.67107391357422,115.2412139976541,0.001,4.859879970550537
164,3,14,1585,105.35838317871094,114.2871002776338,0.001,6.905316352844238
165,3,15,1262,114.55773162841797,114.29609794976584,0.001,3.608961582183838
166,3,16,2229,103.35945892333984,113.83748609230798,0.001,6.151975870132446
167,3,17,190,111.09793090820312,113.60503697035219,0.001,6.0464866161346436
168,3,18,2529,111.66746520996094,113.48922430712693,0.001,6.358766317367554
169,3,19,2511,128.5066375732422,114.097917720751,0.001,6.657625198364258
170,3,20,2432,112.62334442138672,114.0591716782918,0.001,3.6424343585968018
171,3,21,2533,107.89774322509766,113.82383934153786,0.001,5.467695951461792
172,3,22,1832,112.16983795166016,113.7155261301332,0.001,6.979914903640747
173,3,23,2406,110.54711151123047,113.51926526209786,0.001,6.231845378875732
174,3,24,2603,104.28875732421875,112.9982315008928,0.001,7.768621444702148
175,3,25,2543,103.13951873779297,112.58545814297838,0.001,5.715416431427002
176,3,26,2596,119.36151123046875,112.78083231553357,0.001,6.971110105514526
177,3,27,2668,121.66230773925781,113.12952165583904,0.001,5.200777530670166
178,3,28,1317,115.61849212646484,113.17460959022343,0.001,4.431103467941284
179,3,29,1812,105.12733459472656,112.78113225694503,0.001,7.227835416793823
180,3,30,1791,110.10504150390625,112.71457583860706,0.001,4.720566749572754
181,3,31,1756,103.02630615234375,112.38907184983435,0.001,6.915861129760742
182,3,32,1568,115.47343444824219,112.49026656540832,0.001,5.455994606018066
183,3,33,1814,117.36764526367188,112.64410840543285,0.001,4.684902667999268
184,3,34,1925,138.43223571777344,113.02729919106582,0.001,5.965521335601807
185,3,35,272,117.80810546875,113.13320390850906,0.001,4.688636302947998
186,3,36,1878,114.6297607421875,113.16505787563493,0.001,4.577650785446167
187,3,37,2401,111.29862976074219,113.10966108518531,0.001,6.808232307434082
188,3,38,1620,115.15730285644531,113.12857223636227,0.001,3.605440855026245
189,3,39,2672,113.23466491699219,113.13254482244024,0.001,6.736783504486084
190,3,40,2834,115.93844604492188,113.23361509314324,0.001,7.213268041610718
191,3,41,2449,105.57030487060547,113.03263338836294,0.001,5.386715412139893
192,3,42,2427,98.15851593017578,112.66056832815671,0.001,6.857146501541138
193,3,43,2547,101.24604797363281,112.37535213341724,0.001,4.727163076400757
194,3,44,1453,109.5741958618164,112.34474461386687,0.001,4.208402872085571
195,3,45,1616,125.19583892822266,112.66066045325108,0.001,7.899651288986206
196,3,46,2188,103.19825744628906,112.44034507290529,0.001,5.135421514511108
197,3,47,2794,103.41216278076172,112.33934246993104,0.001,5.326774835586548
198,3,48,2436,100.2938232421875,112.20660862531854,0.001,4.168640375137329
199,3,49,1802,124.90170288085938,112.49031742796278,0.001,4.826613187789917
200,4,0,2219,119.84178161621094,119.84178161621094,0.001,4.082170009613037
201,4,1,2392,113.47018432617188,115.90513157298547,0.001,7.225059747695923
202,4,2,1530,104.8946762084961,110.04312337948767,0.001,5.91809868812561
203,4,3,2378,115.00074005126953,111.46999382768163,0.001,7.865358829498291
204,4,4,2034,108.38008117675781,110.629174529934,0.001,6.083550214767456
205,4,5,29,113.13676452636719,111.05724686077232,0.001,6.910071134567261
206,4,6,2523,107.0470199584961,110.30881924162213,0.001,6.3116631507873535
207,4,7,2335,124.21375274658203,111.19726473556787,0.001,3.966097116470337
208,4,8,1626,114.92057037353516,111.40882347735119,0.001,5.553852558135986
209,4,9,1845,118.203125,111.76551987352524,0.001,3.677446126937866
210,4,10,2548,102.74410247802734,110.83494613638977,0.001,4.799245834350586
211,4,11,2874,112.00205993652344,110.94368556299706,0.001,6.700101613998413
212,4,12,1441,113.15021514892578,111.04133942506421,0.001,4.102110862731934
213,4,13,2174,102.02535247802734,110.09113614492203,0.001,5.582323312759399
214,4,14,38,109.86434173583984,110.07859884226148,0.001,6.362610816955566
215,4,15,1821,115.58232116699219,110.27220912629934,0.001,4.307046413421631
216,4,16,2347,121.30049133300781,111.03183565868648,0.001,4.750297546386719
