epoch,loss,mape_avg_metric,mape_p50_metric,mape_p90_metric,mape_p95_metric,mape_p99_metric,r2_avg_metric,r2_p50_metric,r2_p90_metric,r2_p95_metric,r2_p99_metric,val_loss,val_mape_avg_metric,val_mape_p50_metric,val_mape_p90_metric,val_mape_p95_metric,val_mape_p99_metric,val_r2_avg_metric,val_r2_p50_metric,val_r2_p90_metric,val_r2_p95_metric,val_r2_p99_metric
0,99.91468048095703,99.87551879882812,99.86679077148438,99.90351867675781,99.99215698242188,99.93609619140625,-11.160543441772461,-8.398658752441406,-12.646446228027344,-13.123804092407227,-12.662518501281738,99.75325775146484,99.65584564208984,99.59394836425781,99.74697875976562,99.95799255371094,99.83600616455078,-10.918611526489258,-8.23887825012207,-12.168530464172363,-12.690704345703125,-12.237360000610352
1,99.38005065917969,99.13529968261719,98.95731353759766,99.38553619384766,99.84555053710938,99.58165740966797,-12.037424087524414,-9.108868598937988,-12.993614196777344,-13.369063377380371,-12.52505874633789,98.90750122070312,98.52056121826172,98.18209075927734,98.96790313720703,99.68360900878906,99.2900390625,-10.679262161254883,-8.022747039794922,-11.986010551452637,-12.624802589416504,-12.110291481018066
2,98.1643295288086,97.51134490966797,96.88159942626953,98.3175277709961,99.38182830810547,98.8370132446289,-10.989814758300781,-8.254401206970215,-12.258627891540527,-12.86047077178955,-12.131549835205078,97.20991516113281,96.26302337646484,95.2828598022461,97.51370239257812,98.99373626708984,98.26483917236328,-10.209763526916504,-7.586757659912109,-11.647035598754883,-12.456937789916992,-11.87118911743164
3,95.90090942382812,94.50239562988281,92.97644805908203,96.42473602294922,98.434326171875,97.51309204101562,-10.7119779586792,-7.757266998291016,-12.144410133361816,-13.090407371520996,-12.589180946350098,94.55427551269531,92.70903778076172,90.68370056152344,95.32562255859375,97.83135986328125,96.73358917236328,-9.491058349609375,-6.919408798217773,-11.144287109375,-12.17503833770752,-11.516263961791992
4,92.7388687133789,90.3193588256836,87.69276428222656,93.92179870605469,97.04210662841797,95.78573608398438,-9.964205741882324,-7.217810153961182,-11.580510139465332,-12.893704414367676,-12.157645225524902,91.07870483398438,88.01422119140625,84.65036010742188,92.53374481201172,96.23240661621094,94.79532623291016,-8.581480979919434,-6.087886333465576,-10.51716423034668,-11.790992736816406,-11.072331428527832
