epoch,loss,mape_avg_metric,mape_p50_metric,mape_p90_metric,mape_p95_metric,mape_p99_metric,r2_avg_metric,r2_p50_metric,r2_p90_metric,r2_p95_metric,r2_p99_metric,val_loss,val_mape_avg_metric,val_mape_p50_metric,val_mape_p90_metric,val_mape_p95_metric,val_mape_p99_metric,val_r2_avg_metric,val_r2_p50_metric,val_r2_p90_metric,val_r2_p95_metric,val_r2_p99_metric
0,109.68503679530245,122.14319223022461,122.9890675354004,107.5517121887207,103.69325119018555,96.68220184326172,-40.50882761454582,-40.21146942234039,-35.04894614005089,-33.60736230278015,-30.593227717638015,104.19411138698777,117.07797905250833,116.39196148625126,102.29684547141746,99.14799231070059,92.14204512702094,-36.68201913436254,-35.36242432837133,-31.12658781917007,-30.175655249092316,-27.068451440996594
1,96.00642893032739,107.06482440185547,105.38983700561523,93.82056752014161,91.42870231628417,85.26464086151123,-30.056344205141066,-28.051512273311616,-24.976269041776657,-24.528550491809845,-21.930969352006912,88.46703276575185,97.63091610096119,96.51748402913411,87.05325154904966,85.0036683259187,80.32713875947175,-22.661358770396973,-20.828653069557966,-19.201413130318677,-19.062698740650106,-17.422969727604478
2,77.25037800983624,84.0199751739502,83.27387418365478,75.93261058425904,74.26851597595216,70.82474562454223,-16.3769073138237,-15.262956797122955,-14.288154251337051,-14.200774718046189,-13.312130053043365,42.11531068480891,44.581620887473775,43.250508802908435,41.495805245858655,41.34651464886136,40.722924091197825,-4.786216460996204,-4.1297122902340355,-4.184547421005037,-4.321066877356282,-4.1846649757138
3,32.496583363006394,33.40703290557861,32.89570012664795,31.829943647384642,31.76785164642334,31.749957576751708,-2.5334111386537552,-2.363165396809578,-2.450498851656914,-2.5159829691648485,-2.578802243709564,24.20144839845309,23.70808779751813,23.531104432211983,23.800156937705147,24.13101631623727,25.13749960616783,-0.9282747363602674,-0.9045092369671222,-1.069317196254377,-1.1401416648317266,-1.3084062845618636
4,22.433094823473287,22.139610960006713,22.12080450820923,22.039281621932982,22.25639843940735,23.096496866226197,-0.8547557336091995,-0.8474183377027512,-0.9466907287836075,-0.9947959475517273,-1.1247685679197312,18.83833316803276,18.13109125914397,18.062518490685356,18.688137010291772,19.10748815536499,20.371641635894775,-0.2652272802812082,-0.2655123455656899,-0.4024650311028516,-0.4611027582927986,-0.6066377052554378
5,20.08021181848081,19.845109751701354,19.80143138408661,19.565321212768556,19.722327619552612,20.52772555732727,-0.6425479854345322,-0.6362380840778351,-0.6880518929958344,-0.7189763709306717,-0.8117251434326171,25.201669216022854,25.51864427107352,25.336490057132863,24.017708080786246,23.732901590841788,23.68690526043927,-2.20953588463642,-2.1721742202838263,-2.0841020296017327,-2.051353996550595,-2.0166566879660994
6,17.745026981495315,17.720431982040406,17.65645375061035,17.175875664710997,17.21687556552887,17.76343623828888,-0.434844651222229,-0.42968870782852175,-0.43535571968555453,-0.44825432777404783,-0.49921358573436736,17.067022710107516,17.043223151454217,16.84861327983715,16.716268212706954,16.830161774599993,17.27550815652918,-0.6656503053726973,-0.648742401489505,-0.6261883173827771,-0.6175108132538972,-0.5806906096361302
7,14.987293536812947,15.216212591171265,15.139966005325318,14.72163568019867,14.724349484443664,15.042167927742005,-0.2030532660484314,-0.1999828863143921,-0.19070475041866303,-0.19354642963409424,-0.21191450095176698,13.656453573170696,14.286104833638227,14.182437812840497,13.754991518126594,13.716860568081891,13.911654988924662,-0.028293423078678274,-0.024389135064902128,-0.02002815791854152,-0.026421194275220234,-0.05481194180470926
8,13.503519065320743,13.7766546459198,13.700599988937379,13.29597332763672,13.275196477890015,13.403632962226867,-0.10275498533248902,-0.10050408065319061,-0.08594742155075073,-0.08479672586917877,-0.08515033674240112,16.140746885238137,16.53465736353839,16.544094447736388,15.829891399100974,15.694518605868021,15.771006526770416,-0.5731316440635257,-0.5710255575400812,-0.5499450514713923,-0.5504449583865978,-0.5738513966401418
9,12.551675617109995,12.861178812980652,12.792412364959716,12.486167560577393,12.490581746101379,12.619042627334595,-0.005561709642410278,-0.005235029697418213,0.008470278739929199,0.010119435787200927,0.010956685781478882,10.12014028467219,10.377920314117715,10.16327992633537,10.36931418048011,10.5371588645158,10.794348469486943,0.3554053748095477,0.358396350785538,0.3480195943956022,0.3425116356876161,0.3420802454153697
10,12.081146791156579,12.314910241127015,12.27049794769287,11.941519114494323,11.94780489730835,12.07157069015503,-0.038527347564697265,-0.03663914835453033,-0.023707212328910827,-0.022651618599891662,-0.020827972769737243,11.459653284686523,11.866921959099946,11.845341333636531,11.36657006210751,11.346892961749324,11.570964243676928,0.21693217368037612,0.21332021554311117,0.2205039698768545,0.21648270774770667,0.19178111354509988
11,11.747055605576724,11.960412252426147,11.892833932876586,11.662289996147155,11.690180463314057,11.835433896064758,0.03725532960891724,0.038272831201553344,0.05104835319519043,0.052580148100852965,0.056622573733329774,15.92416888531882,17.01399870272036,16.939565552605522,16.05266081403803,15.891356026684797,15.785329355133904,-0.4443271369845779,-0.4423069871134228,-0.40114975141154396,-0.3952913035949071,-0.40391583851090185
12,12.185737839166785,12.403581086158752,12.347595019340515,12.047599324226379,12.04909051132202,12.159465676307677,0.023944647431373596,0.023971124768257142,0.037510617017745974,0.03968707811832428,0.04177817714214325,11.254936471934695,11.626703090137905,11.44006433751848,11.536238277399981,11.651363889376322,11.84993119151504,0.03416592379411062,0.041996577823603595,0.047218997721318844,0.04907811019155714,0.07034028183530878
13,11.119228829887083,11.378263582229614,11.341883337020874,11.074657954216004,11.10340114402771,11.271907898902892,0.06108624720573425,0.06152973461151123,0.07513514590263366,0.07796006500720978,0.08390708446502686,10.175555221242327,10.623379894980678,10.488082828345123,10.473412641772518,10.563464760780334,10.78228462183917,0.2695004873805576,0.2712374324048007,0.26918722799530737,0.2677953679252554,0.2721272254431689
14,10.871482018711848,11.22104352235794,11.162663851737976,10.924467634677887,10.963986075401307,11.160892125129699,0.07630538094043732,0.0758158769607544,0.09281869387626648,0.09570333695411683,0.09806313002109528,9.815663966222445,10.120350263736865,10.035249096375924,10.049253348950986,10.150903189623797,10.36659343595858,0.26960878294927104,0.26886599152176466,0.2736837753543147,0.2754150667676219,0.2871899908339536
15,11.215953269952506,11.370258052825928,11.345518843650819,11.036001524925233,11.058896738052368,11.231257181167603,0.06813393402099609,0.06738640749454498,0.08535205078125,0.0874246689081192,0.08801323795318604,9.320520841175755,9.625129147812173,9.52893802413234,9.615445949413159,9.742087540803132,10.035916244542157,0.37071473786124476,0.36866372878904696,0.36368063699316094,0.36015022076942305,0.35431458166352026
16,10.893422759041094,11.053177969932555,11.00163817882538,10.791484439849853,10.835653272628784,11.034867120742797,0.07928273582458496,0.07884270811080933,0.09133952486515046,0.0924108247756958,0.09193066883087159,13.986053556550768,14.331764737764994,14.232576652809426,13.71050665113661,13.674162043465508,13.801290772579334,-0.10932994495939326,-0.10665537637692911,-0.10468255921646401,-0.1119578546947903,-0.14139015586287887
17,10.028165720517421,10.26901292037964,10.240699830055236,10.037623078346252,10.096980319976806,10.330294840812684,0.22147441983222962,0.21989912736415862,0.231644119143486,0.23301007175445557,0.23321650636196137,10.587951622043525,10.76244600613912,10.583205973660505,10.870652896386606,11.006893590644554,11.238596465852526,0.26418528457482654,0.2656641966766781,0.25814527383557073,0.25644511701884093,0.2645153359130577
18,10.45698542080176,10.73774723482132,10.68439468050003,10.471706179141998,10.520732075214386,10.736311477661133,0.15812407982349397,0.1574338529109955,0.16965158092975616,0.170280491232872,0.16818877279758454,11.418244003206913,11.686496332839683,11.57638864605515,11.493948693628665,11.574514433189675,11.726346576655352,0.052528965252417105,0.05414795047707028,0.06031367900194945,0.06226738018018228,0.08334466373478924
19,10.149568140323746,10.292481925964356,10.244842785835266,10.02334086894989,10.084290205955506,10.3164187002182,0.17536222672462462,0.17446795153617858,0.18857683074474335,0.19006754529476166,0.18998911941051483,10.575337144690248,11.261971804830763,11.292578719280383,10.853432138760885,10.774228639072842,10.871994168670088,0.2330822745958964,0.22542726827992332,0.2450038305035344,0.2504145778991558,0.2501381265896338
20,10.39072911186808,10.741368182182311,10.674516277313232,10.476115756988525,10.536578491210937,10.772221415519715,0.13782866442203523,0.13773691761493684,0.1498469548225403,0.15082820808887482,0.15146287810802458,11.02895335037321,11.536774758939389,11.496924727051347,11.014728215005663,11.064638402726915,11.466447075208029,-0.06531095394381771,-0.06467039496810348,-0.04455562267038557,-0.04774161510997348,-0.07372491503203357
21,9.83782570900285,10.01153730726242,9.960337180614472,9.814217930793761,9.88603049135208,10.142975807189941,0.22071973013877869,0.2195693153142929,0.22851434528827666,0.22869974875450133,0.2260523680448532,13.268979845813861,13.794462548361885,13.583445571087024,13.43320056244179,13.504633929994371,13.572457353274027,-0.33933389131669645,-0.3287185237363533,-0.3097003041594117,-0.30199794747211317,-0.25872672431998783
22,9.973405064716541,10.212223470687865,10.165769128799438,9.959707430839538,10.029156252384185,10.286209443092346,0.1868550329208374,0.186278249502182,0.19806494271755218,0.1984254550933838,0.1956250001192093,10.212556782686368,10.531114141146341,10.517229879343951,10.237687309583029,10.339855617947048,10.829211822262517,0.10473024293228432,0.10369675799652382,0.11431149972809686,0.10907792989854459,0.08008916565665493
23,9.929931627256211,10.165828581809997,10.11192601442337,9.917398480415343,9.986829387664795,10.24484133052826,0.18479865753650665,0.1845252079963684,0.1931963620185852,0.19336792147159576,0.1919120066165924,9.64735795737356,10.309652226942557,10.289439377961335,9.811686661508348,9.802092750867208,10.034781040968719,0.2834874921374851,0.27971495908719524,0.2954507773673093,0.29673338267538285,0.2879817524441966
